App,Category,Rating,Reviews,Viewers,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
oonlight GO Weather EX,WEATHER,4.2,11510,3500000,1000000,Free,0,Everyone,Weather,28-Aug-14,1.4,2.2 and up
y Ex Girlfriend Coes Back,FAILY,3.7,3258,26000000,500000,Free,0,Everyone,Casual,04-Mar-16,1.0.0,2.3 and up
An Elite Warrior Ex,GAE,4.7,15,93000000,100,Paid,0.99,Everyone,Adventure,21-Nov-16,1.59,4.0.3 and up
Gods Wars Ex : Vapire,FAILY,3.9,1550,21000000,100000,Free,0,Teen,Role Playing,28-Oct-17,1.0.6,3.0 and up
BakaReader EX,BOOKS_AND_REFERENCE,4.3,8894,2300000,100000,Free,0,Everyone,Books & Reference,23-Jul-18,1.1.51,4.0 and up
X your Ex - Break Up Treatent,HEALTH_AND_FITNESS,4,32,64000000,5000,Free,0,Everyone,Health & Fitness,20-May-17,3.9,4.1 and up
Ex Quotes,LIFESTYLE,4.4,129,8100000,50000,Free,0,Everyone 10+,Lifestyle,16-Jun-18,3.0.1,4.1 and up
GO Contacts EX Black & Grey,PERSONALIZATION,3.7,21,37600000,500,Paid,0.99,Everyone,Personalization,24-Sep-13,1,1.6 and up
CYANOGEN GO Launcher EX Thee,PERSONALIZATION,4.3,60298,13000000,5000000,Free,0,Everyone,Personalization,08-Jan-15,1.38,1.6 and up
Ex Service Taxis,BUSINESS,3.5,15,8000000,1000,Free,0,Everyone,Business,21-Oct-15,20.7.9.2,2.3 and up
Rejoin Your Ex,SOCIAL,NaN,0,29000000,100,Free,0,Everyone,Social,26-May-15,2,2.3.3 and up
S.O.L : Stone of Life EX,FAILY,4.3,171220,42000000,5000000,Free,0,Everyone 10+,Role Playing,28-Jul-15,1.2.6,2.3.3 and up
How To Get Your Ex Back Fast,LIFESTYLE,4,22,19000000,5000,Free,0,Everyone,Lifestyle,07-Feb-18,15,4.0.3 and up
ExDialer PRO Key,COUNICATION,4.5,5474,1700000,100000,Paid,3.99,Everyone,Counication,15-Jan-14,81,2.1 and up
Volue Control Ex,TOOLS,4.2,5,2500000,100,Paid,1.49,Everyone,Tools,30-Jul-18,1.6.2,4.0 and up
Virtual Dice EX,GAE,4.3,40,3600000,5000,Free,0,Everyone,Board,15-Mar-16,2.8,3.0 and up
Black Thee Go Launcher EX,PERSONALIZATION,4.1,285,3900000,50000,Free,0,Teen,Personalization,03-Oct-17,5,2.3 and up
EY Events,BUSINESS,2.5,31,54000000,10000,Free,0,Everyone,Business,04-Apr-18,2.6,4.1 and up
EY GlobalOne,BUSINESS,2.7,11,6800000,1000,Free,0,Everyone,Business,27-Nov-17,3.1.0,2.2 and up
EY Tea Connect,PRODUCTIVITY,NaN,0,38000000,50,Free,0,Everyone,Productivity,08-Jun-18,1.20180531.3,5.0 and up
EY eentor,FAILY,NaN,5,44000000,500,Free,0,Everyone,Education,03-Nov-16,1.0.0,4.4 and up
EY Conferences,BUSINESS,NaN,1,30000000,1000,Free,0,Everyone,Business,16-May-18,5.28,5.0 and up
EY Africa,BUSINESS,NaN,0,8400000,100,Free,0,Everyone,Business,09-Apr-18,1.42.180409,4.2 and up
EY TaxChat,FINANCE,1.2,44,27000000,1000,Free,0,Everyone,Finance,09-Apr-18,3.24.0,6.0 and up
EY Expenses,FINANCE,NaN,0,10000000,1000,Free,0,Everyone,Finance,09-Jul-18,1.1,4.1 and up
EY Tax Briefing,BUSINESS,NaN,3,15000000,100,Free,0,Everyone,Business,21-Mar-18,1,4.1 and up
EY Digital Direct,BUSINESS,NaN,0,27000000,5,Free,0,Everyone,Business,03-Aug-18,2,6.0 and up
EY India Tax Insights,BUSINESS,4.7,87,5100000,10000,Free,0,Everyone,Business,15-Jul-17,0.0.1,4.1 and up
EY Forensics,FINANCE,4.9,7,3400000,1000,Free,0,Everyone,Finance,17-Jun-16,1.0.1,4.0.3 and up
EY India CFO Insights,BUSINESS,4.7,37,10000000,5000,Free,0,Everyone,Business,29-Jun-18,1.5,4.1 and up
EY Digital Tax AR,BUSINESS,NaN,2,19000000,100,Free,0,Everyone,Business,29-Sep-17,1.6,4.0 and up
EY Divest,BUSINESS,NaN,0,54000000,5,Free,0,Everyone,Business,11-Jul-17,1.0.0,4.0 and up
EY ATL Fuel Calculator,PRODUCTIVITY,4.4,15,3100000,500,Free,0,Everyone,Productivity,21-Jul-18,12,2.1 and up
Fuel Calculator for EY,TOOLS,4.7,32,2700000,1000,Free,0,Everyone,Tools,15-Jun-18,1.11,2.1 and up
EY Digi India Personal Tax,BUSINESS,4,2,1700000,100,Free,0,Everyone,Business,24-May-18,5,4.0.3 and up
EY Catalyst Reader,BUSINESS,NaN,1,8400000,5,Free,0,Everyone,Business,10-Apr-18,1.2.1,5.0 - 7.1.1
Pink Guy - Ey B0ss,FAILY,4.7,13,1200000,500,Free,0,Everyone,Entertainent,04-May-16,1,4.0.3 and up
EY Staff ENTERTAINER,LIFESTYLE,4.3,218,19000000,10000,Free,0,Everyone,Lifestyle,16-Jan-17,1.0.3,2.3 and up
EY EEIA Diversity & Inclusion,BUSINESS,NaN,4,12000000,500,Free,0,Everyone,Business,25-Nov-16,1.0.0,4.4 and up
Ey Sey Storytie រឿងនិទានតាឥសី,FAILY,4.7,1327,44000000,10000,Free,0,Everyone,Education;Education,18-May-17,1.2.2,4.0.3 and up
EY Football,SPORTS,NaN,0,26000000,10,Free,0,Everyone,Sports,14-Aug-17,1,4.1 and up
Eyes - The Scary Horror Gae Adventure,GAE,4.4,499483,99000000,10000000,Free,0,Teen,Adventure,02-Aug-18,5.6.14,4.1 and up
Aleen Ey,SOCIAL,NaN,0,19000000,1,Free,0,Everyone,Social,24-Jul-17,1,4.1 and up
EY Events Switzerland,PRODUCTIVITY,NaN,1,18000000,500,Free,0,Teen,Productivity,29-Jun-18,7.17.2.3,5.0 and up
EY TaxLaw NL,BUSINESS,NaN,9,3300000,100,Free,0,Everyone,Business,03-Jul-18,3.0.1,4.1 and up
EY-Parthenon,BUSINESS,NaN,1,30000000,5,Free,0,Everyone,Business,25-Jun-18,5.30.01,5.1 and up
EY Belgiu Inhouse Day 2018,EVENTS,NaN,0,24000000,10,Free,0,Everyone,Events,14-May-18,18.4.8.0,4.1 and up
Tenh Ey,SHOPPING,NaN,0,4500000,10,Free,0,Everyone,Shopping,31-Mar-17,1.0.1,4.4 and up
EY Oil & Gas,BUSINESS,4.6,20,15000000,1000,Free,0,Everyone,Business,12-Oct-17,1.4.36,4.0.3 and up
Coupe Adhéar EY 2017,SOCIAL,NaN,6,10000000,50,Free,0,Teen,Social,26-Dec-16,1.3,4.1 and up
哈哈姆特不EY,COUNICATION,NaN,239,18000000,10000,Free,0,Everyone,Counication,31-Jul-18,1.3.4,4.4 and up
Adhenarcos - Coupe Adhear EY 2018,FAILY,NaN,0,13000000,100,Free,0,Teen,Entertainent,10-Jan-18,1,4.1 and up
Third Eye,TOOLS,4.4,19877,4500000,1000000,Free,0,Everyone,Tools,07-Jan-18,1.1.6,4.0 and up
Sudoku aster,GAE,4.4,58387,3300000,1000000,Free,0,Everyone,Word,13-Dec-13,1.1.2,2.1 and up
Jungle onkey Run,GAE,4.4,54082,21000000,10000000,Free,0,Everyone,Adventure,11-Jul-18,1.6.8,4.0.3 and up
Hey That's Pretty Good!,TOOLS,4.6,222,10000000,10000,Free,0,Everyone,Tools,29-Jul-16,4.2.0,2.3 and up
Everbridge,COUNICATION,3.1,497,36000000,100000,Free,0,Everyone,Counication,17-Jul-18,8.6.2,4.4 and up
I a Dentist - Save y Teeth,FAILY,4.3,7443,33000000,100000,Free,0,Everyone,Casual,29-Sep-16,1.0.11,3.0 and up
Best Auto Call Recorder Free,COUNICATION,3.7,7,4300000,500,Free,0,Everyone,Counication,02-Oct-17,2.1,4.1 and up
FilterGrid - Ca&Photo Editor,PHOTOGRAPHY,4.6,126338,9600000,1000000,Free,0,Everyone,Photography,15-Mar-17,2.0.5,4.0 and up
EyPools,HOUSE_AND_HOE,NaN,2,65600000,100,Free,0,Everyone,House & Hoe,24-Nov-17,1.3,4.0 and up
Etihad Airways,TRAVEL_AND_LOCAL,4.1,3674,61000000,500000,Free,0,Everyone,Travel & Local,09-Jul-18,1.8.1 (41),5.0 and up
Beach Volleyball 3D,SPORTS,4.2,43191,14000000,5000000,Free,0,Everyone,Sports,10-Jan-18,1.0.3,2.1 and up
Organizer,PRODUCTIVITY,4.4,936,5400000,50000,Paid,2.99,Everyone,Productivity,17-Jun-18,2.96,4.0 and up
EZ Video Download for Facebook,SOCIAL,4.1,34079,1300000,1000000,Free,0,Teen,Social,14-Mar-17,2.001,4.0.3 and up
EZ Cleaner - Booster Optiizer,TOOLS,4.4,6801,2800000,500000,Free,0,Everyone,Tools,08-Jan-18,1.3.1,4.0.3 and up
EZ PZ RPG,FAILY,3.8,70903,47000000,1000000,Free,0,Everyone 10+,Role Playing,27-Oct-16,2.164.4,2.3 and up
EZ Inspections,PRODUCTIVITY,2.8,160,7600000,10000,Free,0,Everyone,Productivity,27-Jul-18,4.5.24,4.2 and up
EZ-ELD Update,AUTO_AND_VEHICLES,3.1,14,4600000,1000,Free,0,Everyone,Auto & Vehicles,09-Feb-18,16,4.3 and up
EZ Display,PRODUCTIVITY,2.9,280,10000000,50000,Free,0,Everyone,Productivity,14-Nov-14,1.0.0.457,4.0 and up
EZ Web Video Cast | Chroecast,VIDEO_PLAYERS,4.1,1276,4600000,100000,Free,0,Everyone,Video Players & Editors,14-Dec-17,1,4.4 and up
ez Share Android app,PHOTOGRAPHY,3.3,1461,13000000,100000,Free,0,Everyone,Photography,31-Aug-17,3.2.6,2.3 and up
EZ File anager(Root Explorer),PRODUCTIVITY,3.5,626,1200000,100000,Free,0,Everyone,Productivity,23-Jun-15,1.1,3.2 and up
EZ Launcher,PERSONALIZATION,4.2,18926,2900000,1000000,Free,0,Everyone,Personalization,28-Sep-13,0.5.2 beta,2.2 and up
EZ-SEE,VIDEO_PLAYERS,2.8,71,10000000,10000,Free,0,Everyone,Video Players & Editors,18-Jul-18,3.08,5.0 and up
EZ-ELD Driver App (Free),AUTO_AND_VEHICLES,2.1,83,4800000,5000,Free,0,Everyone,Auto & Vehicles,29-Jul-18,1.0.12,4.3 and up
Ez irror atch,GAE,4.4,3344,36000000,500000,Free,0,Everyone,Arcade,03-Jan-18,2.1,4.0 and up
EZ Notes Lite,PRODUCTIVITY,4.4,69,3500000,1000,Free,0,Everyone,Productivity,08-Jul-16,2.79,4.0 and up
Drea EZ,HEALTH_AND_FITNESS,4.1,107,50000000,10000,Free,0,Everyone,Health & Fitness,24-Mar-16,1.0.0,3.0 and up
Ez Texting,BUSINESS,3.3,49,5100000,10000,Free,0,Everyone,Business,18-Jan-12,0.59,2.1 and up
EZ TV Player,VIDEO_PLAYERS,3.5,51,11000000,10000,Free,0,Everyone,Video Players & Editors,26-Jun-18,8.0.9,5.0 and up
EZ-GUI Ground Station,TOOLS,4.7,3696,29000000,50000,Free,0,Everyone,Tools,10-Aug-17,4.5,4.3 and up
Ez iCa,PHOTOGRAPHY,3.1,7300,46000000,1000000,Free,0,Teen,Photography,12-Jan-18,V4.1.0,5.0 and up
E-Z App™ Train Control,TOOLS,4.3,33,46000000,1000,Free,0,Everyone,Tools,06-Dec-16,1,4.3 and up
EZ App Installer,TOOLS,4.1,533,1400000,100000,Free,0,Everyone,Tools,22-Jul-17,1.4.13,4.0 and up
EZ Clock & Weather Widget,WEATHER,4.2,6849,1200000,1000000,Free,0,Everyone,Weather,05-Mar-14,v1.9.6 beta 1,2.1 and up
EZ Pass,TOOLS,2.5,15,22800000,5000,Free,0,Everyone,Tools,10-Sep-16,1.3,2.3 and up
EZ View,BUSINESS,3,287,9800000,50000,Free,0,Everyone,Business,26-Oct-15,1.0.0.32,4.0 and up
EZ TAG Express,TRAVEL_AND_LOCAL,3.2,86,39000000,10000,Free,0,Everyone,Travel & Local,17-May-18,2.5.186032,4.4 and up
EZ Wifi Notification,COUNICATION,4.3,260,19300000,10000,Free,0,Everyone,Counication,11-Aug-14,1.8,2.2 and up
EZ-VPNGate,TOOLS,4.3,36,12000000,5000,Free,0,Everyone,Tools,21-Aug-17,1.0.7,4.0.3 and up
EZ Switch Widget,PRODUCTIVITY,4.2,2412,19200000,100000,Free,0,Everyone,Productivity,27-Sep-12,0.1.8 beta,2.2 and up
EZ-Builder obile,FAILY,4.3,51,57000000,5000,Free,0,Everyone,Education,02-Apr-18,2018.04.02.00,3.0 and up
EZ LED,TOOLS,2.2,19,2100000,1000,Free,0,Everyone,Tools,05-Sep-17,1.1,4.3 and up
F& Bank - EZ Banking,FINANCE,3.9,49,3900000,10000,Free,0,Everyone,Finance,24-Feb-17,3.34.0+1702241319.a,4.1 and up
y EZ-Link obile,LIFESTYLE,2.8,3187,11000000,100000,Free,0,Everyone,Lifestyle,27-Jan-17,1.0.11,4.0 and up
EZ Financial Calculator,FINANCE,4.4,32,2300000,1000,Free,0,Everyone,Finance,13-Jan-18,2.3,4.4 and up
EZ Quran,BOOKS_AND_REFERENCE,4.6,595,8500000,50000,Free,0,Everyone,Books & Reference,28-Jun-16,6,4.1 and up
EZ Screenshot,TOOLS,4.4,55,1400000,5000,Free,0,Everyone,Tools,12-Sep-17,1.1.4,5.0 and up
EZ Utilities Extension,TOOLS,3.9,33,47300000,5000,Free,0,Everyone,Tools,05-May-16,9,6.0 and up
EZ-Placard - Free Placard Calculator,TOOLS,2.9,7,2400000,1000,Free,0,Everyone,Tools,26-Oct-17,2,4.1 and up
EZ gae screen recorder with audio 1080P,VIDEO_PLAYERS,4.1,40,3900000,1000,Free,0,Everyone,Video Players & Editors,13-Jul-17,1.0.0,5.0 and up
FA Player Essentials,SPORTS,5,7,68000000,100,Free,0,Everyone,Sports,23-Jul-18,1.6.0,4.0.3 and up
HTC Sense Input - FA,TOOLS,4.6,1420,1600000,100000,Free,0,Everyone,Tools,09-Nov-15,1.0.606863,5.0 and up
Test Server SS FA,COUNICATION,NaN,0,1800000,5,Free,0,Everyone,Counication,27-Jul-18,1,4.0.3 and up
"essages, Text and Video Chat for essenger",SOCIAL,4.4,49580,4000000,10000000,Free,0,Everyone,Social,04-Jun-18,1.24,4.1 and up
All Social Networks,SOCIAL,4.2,22650,1500000,1000000,Free,0,Everyone,Social,21-May-18,2.4.12,4.0 and up
Facebook Face to Face Events,BUSINESS,4.4,4518,26000000,1000000,Free,0,Everyone,Business,01-Mar-18,1.5,4.1 and up
FA Part 1 & 2 Past Papers Solved Free – Offline,BOOKS_AND_REFERENCE,3.9,46,3000000,5000,Free,0,Everyone,Books & Reference,30-Apr-18,1.1,4.0 and up
CNY Slots : Gong Xi Fa Cai 发财机,GAE,3.6,33,71000000,5000,Free,0,Teen,Casino,06-Jun-17,1.2,4.0.3 and up
Il Coccodrillo Coe Fa,FAILY,3.4,17,24600000,1000,Free,0,Everyone,Entertainent,21-Nov-14,1,4.0 and up
Hertfordshire FA,SPORTS,NaN,0,3600000,500,Free,0,Everyone,Sports,18-Jan-17,1.3,4.0.3 and up
Farsi Keyboard,TOOLS,4.3,9716,1300000,1000000,Free,0,Everyone,Tools,10-Apr-18,4.7,4.0 and up
Preier League - Official App,SPORTS,4.3,63782,24000000,5000000,Free,0,Everyone,Sports,07-Aug-18,1.1.5,4.1 and up
Golden HoYeah Slots - Real Casino Slots,GAE,4.4,201537,68000000,5000000,Free,0,Teen,Casino,01-Aug-18,2.1.7,4.0.3 and up
Dio Fa Cose,FAILY,NaN,35,1300000,1000,Free,0,Everyone,Entertainent,15-Mar-18,1,2.3.3 and up
FaFaFa™ Gold Casino: Free slot achines,GAE,4.3,11051,44000000,1000000,Free,0,Teen,Casino,25-Jun-18,1.9.58,4.0.3 and up
essenger essenger,SOCIAL,4.3,38826,7000000,10000000,Free,0,Everyone,Social,07-Aug-18,1.6,4.1 and up
F.A Suon songs,FAILY,NaN,6,5400000,1000,Free,0,Everyone,Entertainent,18-Mar-18,1.1,4.1 and up
NCLEX-RN Q&A FLASH CARDS - FA Davis,EDICAL,NaN,2,7600000,1000,Free,0,Everyone,edical,19-Jul-18,2.7.6,5.0 and up
LEADS FA,FINANCE,NaN,31,14000000,1000,Free,0,Everyone,Finance,17-Oct-17,1,4.1 and up
Far Heroes Saga,FAILY,4.4,7615646,71000000,100000000,Free,0,Everyone,Casual,07-Aug-18,5.2.6,2.3 and up
All AJK Board atric Fa Fsc Results,FAILY,NaN,0,2600000,10,Free,0,Everyone,Education,22-Jul-18,1,4.0 and up
ESPN Fantasy Sports,SPORTS,4,176487,10000000,5000000,Free,0,Everyone,Sports,21-Nov-17,5.3.0,4.4 and up
Heart of Vegas™ Slots – Free Slot Casino Gaes,GAE,4.5,264282,48000000,10000000,Free,0,Teen,Casino,12-Jul-18,3.10.43,4.0.3 and up
Fallout Shelter,FAILY,4.6,2721923,25000000,10000000,Free,0,Teen,Siulation,11-Jun-18,1.13.12,4.1 and up
Authy 2-Factor Authentication,TOOLS,4.3,15070,6300000,1000000,Free,0,Everyone,Tools,30-Jul-18,23.2.7,4.0.3 and up
Facejjang,PHOTOGRAPHY,4.1,100179,96000000,10000000,Free,0,Everyone,Photography,17-May-18,2.52,4.0.3 and up
Block Puzzle - Wood Legend,FAILY,4.4,318867,10000000,10000000,Free,0,Everyone,Puzzle,06-Jul-18,26,4.0.3 and up
Soccer 2018,SPORTS,3.5,172373,47000000,10000000,Free,0,Everyone,Sports,12-Jul-18,1.3,4.3 and up
Flash Light on Call & SS,TOOLS,4.1,25438,3200000,1000000,Free,0,Everyone,Tools,24-Apr-18,1.2.3,4.0.3 and up
Swift for Facebook Lite,SOCIAL,4.3,9562,5800000,500000,Free,0,Teen,Social,31-May-18,4.1.0,Varies with device
Friendly for Facebook,SOCIAL,4.5,42621,23000000,1000000,Free,0,Teen,Social,07-Aug-18,2.1.05,4.4 and up
ini for fb lite,TOOLS,4,710,1100000,100000,Free,0,Everyone,Tools,24-May-18,1,2.3 and up
Faster for Facebook Lite,SOCIAL,4.3,24456,4600000,1000000,Free,0,Teen,Social,29-May-18,4.7,4.1 and up
Who Viewed y FB Profile,FAILY,3.4,121,6300000,10000,Free,0,Everyone,Entertainent,26-Dec-17,2,4.0.3 and up
Lite for Facebook essenger,COUNICATION,4.3,76498,4300000,1000000,Free,0,Teen,Counication,20-Jun-18,6.3.2,Varies with device
Profile Tracker - Who Viewed y Facebook Profile,SOCIAL,4.7,37090,4800000,500000,Free,0,Teen,Social,01-Aug-18,5.4,4.1 and up
Who viewed y fb profile pro★★,FAILY,4.5,6396,4200000,100000,Free,0,Everyone,Entertainent,17-Aug-17,24.4,4.1 and up
Video Downloader For FB: Save FB Videos 2018,TOOLS,4.3,434,3600000,50000,Free,0,Everyone,Tools,08-Aug-18,1.1.9,4.0.3 and up
Pink Color for Facebook,SOCIAL,4.1,5285,4000000,500000,Free,0,Everyone,Social,01-Jul-18,2.0.5,4.1 and up
essenger,SOCIAL,4.1,68025,3900000,10000000,Free,0,Everyone,Social,16-Apr-18,1,4.1 and up
"Stickers for Io, fb, whatsapp",SOCIAL,4.4,214,8700000,10000,Free,0,Teen,Social,23-Oct-16,1.0.0.2,2.3 and up
Who Viewed y Facebook Profile - Stalkers Visitors,SOCIAL,4.6,273244,9900000,5000000,Free,0,Everyone,Social,24-Jun-18,4.1.1,4.0.3 and up
Downloader plus for FB,SOCIAL,NaN,4,5100000,500,Free,0,Everyone,Social,23-Dec-17,1.3,4.2 and up
Cover Caera for FB,PHOTOGRAPHY,3.8,742,1800000,100000,Free,0,Everyone,Photography,09-Mar-14,3.0.0,2.2 and up
B Notifications for FB (Free),SOCIAL,3.9,3047,1500000,100000,Free,0,Teen,Social,29-Apr-15,1.17.0,2.3 and up
ultiessage for FB essenger,PRODUCTIVITY,4.2,182,7000000,50000,Free,0,Everyone,Productivity,28-Apr-18,1.0.1,4.2 and up
FB Live,BUSINESS,3.7,27,18000000,5000,Free,0,Everyone,Business,17-May-18,1.2.0,5.0 and up
Phoenix - Facebook & essenger,SOCIAL,4.3,9606,3400000,100000,Free,0,Teen,Social,18-Jul-18,2.2.0717,5.0 and up
Faster Social for Facebook,SOCIAL,4.2,1236,3300000,100000,Free,0,Teen,Social,02-Aug-18,1.8,4.3 and up
Check Your Visitors on FB ?,SOCIAL,3.6,40,1500000,5000,Free,0,Everyone,Social,17-Feb-17,4.4,4.2 and up
Videos downloader for Facebook:fast fb video saver,VIDEO_PLAYERS,4.3,20,5100000,5000,Free,0,Everyone,Video Players & Editors,27-Apr-18,1.0.0,4.0.3 and up
Stickers for Facebook,SOCIAL,4.3,11066,10000000,1000000,Free,0,Everyone,Social,13-Mar-18,1.4,4.4 and up
Video Download For FB,TOOLS,4.3,444,1600000,100000,Free,0,Everyone,Tools,14-Jul-17,1,3.0 and up
Video Downloader for FB : Video Download with Link,VIDEO_PLAYERS,4.5,1060,3200000,100000,Free,0,Everyone,Video Players & Editors,20-Dec-17,2.1,4.0 and up
Video Downloader for FB,TOOLS,4.3,53,3000000,5000,Free,0,Everyone,Tools,01-Aug-18,1.0.1,4.0.3 and up
FB Photographie,PHOTOGRAPHY,4.7,37,10000000,1000,Free,0,Everyone,Photography,22-May-16,2,4.0 and up
Lite essenger for Facebook Lite,SOCIAL,3.8,108,2800000,10000,Free,0,Teen,Social,28-May-18,3.1,4.2 and up
Download Facebook Photo Albus,TOOLS,4,3840,2500000,100000,Free,0,Everyone,Tools,02-Jun-17,2.4,4.4 and up
ini for Facebook lite,SOCIAL,4.1,260,1300000,10000,Free,0,Teen,Social,21-Jun-18,1.2,3.0 and up
FB Advanced Search,SOCIAL,NaN,2,11000000,50,Free,0,Teen,Social,21-Jul-18,1.1.1,4.4 and up
funny Iage Coents for FB,SOCIAL,3.9,19,15000000,5000,Free,0,Teen,Social,13-Feb-18,2,4.1 and up
ID for Facebook ★ Downloader,PRODUCTIVITY,4.3,1905,3100000,100000,Free,0,Everyone,Productivity,17-Oct-15,7.95,2.3 and up
"Unliited Group Links - Whatsapp, FB, Telegra",SOCIAL,3.4,44,2800000,10000,Free,0,Mature 17+,Social,03-Jul-18,4,4.0.3 and up
EasyLive - FB Live Helper,BUSINESS,NaN,6,3700000,500,Free,0,Teen,Business,25-Jun-18,1.9.0,5.0 and up
HD VideoDownlaoder For Fb : XXVideo Downloader,VIDEO_PLAYERS,4.2,61,6100000,10000,Free,0,Everyone,Video Players & Editors,30-Jul-18,1.0.3,4.0.3 and up
Barca News - app for Barcelona FC Fans,SPORTS,4.5,207,4500000,10000,Free,0,Everyone,Sports,13-Nov-17,2.6.0,4.0 and up
FC Barcelona Fantasy anager: Real football obile,SPORTS,4.4,15221,30000000,1000000,Free,0,Everyone,Sports,02-Oct-17,7.30.005,4.0.3 and up
Classic FC 64 IN 1,FAILY,4.2,1749,6200000,100000,Free,0,Everyone,Casual,29-Dec-17,1.0.0,2.3 and up
FC Barcelona Official Keyboard,SPORTS,4.7,5229,20000000,500000,Free,0,Everyone,Sports,17-May-18,2.1.0.0.15734,4.1 and up
Barcelona Live 2018—Goals & News for Barca FC Fans,SPORTS,4.6,342,38000000,10000,Free,0,Everyone,Sports,06-Aug-18,2.22.0,4.2 and up
Barcelona News - Sportfusion,SPORTS,4.4,382,20000000,10000,Free,0,Everyone,Sports,06-Mar-18,3.953,4.1 and up
Barcelona Calendar,SPORTS,4.4,670,3100000,10000,Free,0,Everyone,Sports,17-Nov-17,2.2,4.0.3 and up
"Barca News - FC Barcelona, World Foot & Transfers",SPORTS,4.8,160,6400000,10000,Free,0,Everyone,Sports,04-Aug-18,4,4.1 and up
FC Bayern unich,SPORTS,4.6,37140,71000000,1000000,Free,0,Everyone,Sports,01-Aug-18,1.3.11,4.1 and up
FC BARCELONA EVENTS,SPORTS,4.3,6,11000000,100,Free,0,Everyone,Sports,22-Apr-18,v2.7.11.16,4.1 and up
Cabridge English FC,FAILY,4.4,761,11000000,50000,Free,0,Everyone,Education,06-Oct-16,2.1.0,4.0 and up
Barcelona Live - Goal Score & News for Barca Fans,SPORTS,4.4,38,2600000,10000,Free,0,Everyone,Sports,17-Aug-17,1,4.0 and up
Seattle Sounders FC,SPORTS,3.3,974,33000000,10000,Free,0,Everyone,Sports,01-Aug-18,2018.0.12,4.1 and up
FCB Connect - FC Barcelona,SOCIAL,4.5,795,21000000,50000,Free,0,Teen,Social,07-Jun-18,2.1.5,4.1 and up
1. FC Köln App,SPORTS,4.6,2019,41000000,100000,Free,0,Everyone,Sports,20-Jul-18,1.13.0,4.4 and up
File Coander - File anager/Explorer,BUSINESS,4.3,758590,12000000,100000000,Free,0,Everyone,Business,02-Aug-18,Varies with device,4.1 and up
FC Porto,SPORTS,4.9,15883,21000000,100000,Free,0,Everyone,Sports,19-Jun-18,2.6.0,4.0.3 and up
Fulha FC,SPORTS,4.3,401,2800000,10000,Free,0,Everyone,Sports,09-Aug-17,5,2.3 and up
Barcelona FC Noticias Live,NEWS_AND_AGAZINES,NaN,2,3600000,500,Free,0,Everyone,News & agazines,04-Feb-18,2,4.0.3 and up
Chelsea FC Official Keyboard,PRODUCTIVITY,4.5,91397,14000000,1000000,Free,0,Everyone,Productivity,03-Jul-18,3.4.4,5.0 and up
Burnley FC,SPORTS,4.9,195,29000000,5000,Free,0,Everyone,Sports,01-Aug-18,2018.8.1,4.4 and up
Atlanta United FC,SPORTS,3.7,215,76000000,10000,Free,0,Everyone,Sports,28-Jun-18,2.10.5-prod-release,4.4 and up
Barcelona Wallpaper HD,PERSONALIZATION,4.5,93,5700000,10000,Free,0,Everyone,Personalization,28-Feb-18,1.1,4.1 and up
Sydney FC Official App,SPORTS,4.6,57,17000000,5000,Free,0,Everyone,Sports,26-Jun-18,3.0.0,4.1 and up
Biringha City FC,SPORTS,4.5,191,28000000,10000,Free,0,Everyone,Sports,01-Aug-18,2018.8.1,4.4 and up
FC Browser - Focus Privacy Browser,COUNICATION,4.1,26,4600000,1000,Free,0,Everyone,Counication,24-Nov-17,1,5.0 and up
FC Parking,APS_AND_NAVIGATION,NaN,0,19000000,500,Free,0,Everyone,aps & Navigation,01-Dec-17,1.0.0,4.1 and up
Noticias FC Barcelona,NEWS_AND_AGAZINES,5,4,3100000,100,Free,0,Everyone,News & agazines,15-Jun-18,1.3,4.4 and up
Toronto FC,SPORTS,3.4,144,79000000,10000,Free,0,Teen,Sports,11-May-18,4.2.5,4.3 and up
iddlesbrough FC Official,SPORTS,4.5,152,36000000,10000,Free,0,Everyone,Sports,29-May-18,2018.5.25,4.4 and up
The 5th Stand,SPORTS,4.8,1697,17000000,100000,Free,0,Everyone,Sports,31-Jul-18,1.2.677,4.4 and up
Galaxian(FC),GAE,4.5,2,7800000,100,Paid,1.99,Everyone,Arcade,13-Nov-15,1,2.3 and up
FC Red Bull Salzburg App,SPORTS,4.5,1526,89000000,50000,Free,0,Everyone,Sports,07-Aug-18,4.0.4-R,5.0 and up
FC Zenit official Android app,SPORTS,4.5,5675,49000000,100000,Free,0,Everyone,Sports,18-Apr-18,3.0.10,4.1 and up
Fan App for Portsouth FC,SPORTS,4.5,53,12000000,1000,Free,0,Teen,Sports,06-Aug-16,60816,4.2 and up
Latest Barcelona News 24h,NEWS_AND_AGAZINES,4.5,104,3000000,10000,Free,0,Everyone,News & agazines,06-Jan-18,1.3,4.0 and up
obile FC,SPORTS,4.1,5015,57000000,100000,Free,0,Everyone,Sports,25-May-18,125,4.0.3 and up
"FirstCry Baby & Kids Shopping, Fashion & Parenting",SHOPPING,4.1,41074,16000000,5000000,Free,0,Everyone,Shopping,27-Jun-18,68,4.1 and up
Fan App for Reading FC,SPORTS,3.6,9,13000000,500,Free,0,Teen,Sports,06-Aug-16,60816,4.2 and up
